generation,module_id,mean_recall1,latency
96,transformer-1751690082925-4,0.000,2.06
97,transformer-1751690082925-4,0.000,2.15
97,transformer-1751690082925-3,0.000,2.00
97,transformer-1751690082730-0,0.000,2.19
97,transformer-1751690082925-2,0.000,1.93
97,transformer-1751690082925-1,0.000,1.94
97,transformer-1751690082965-0,0.000,1.93
97,transformer-1751690082965-1,0.000,1.95
97,transformer-1751690082966-2,0.000,2.53
97,transformer-1751690082966-3,0.000,1.91
97,transformer-1751690082966-4,0.000,2.13
98,transformer-1751690082965-1,0.000,2.27
98,transformer-1751690082925-1,0.000,1.92
98,transformer-1751690082925-2,0.000,1.94
98,transformer-1751690082965-0,0.000,1.93
98,transformer-1751690082966-3,0.000,1.89
98,transformer-1751690083004-0,0.000,1.91
98,transformer-1751690083004-1,0.000,1.99
98,transformer-1751690083004-2,0.000,2.26
98,transformer-1751690083004-3,0.000,1.93
98,transformer-1751690083005-4,0.000,2.33
99,transformer-1751690082965-0,0.000,2.17
99,transformer-1751690083004-3,0.000,1.91
99,transformer-1751690082925-1,0.000,1.89
99,transformer-1751690083004-0,0.000,1.92
99,transformer-1751690082966-3,0.000,2.00
99,transformer-1751690083042-0,0.000,2.17
99,transformer-1751690083043-1,0.000,1.99
99,transformer-1751690083043-2,0.000,1.94
99,transformer-1751690083043-3,0.000,1.93
99,transformer-1751690083043-4,0.000,2.08
100,transformer-1751690083043-2,0.000,2.17
100,transformer-1751690083043-3,0.000,2.00
100,transformer-1751690083004-0,0.000,2.17
100,transformer-1751690083004-3,0.000,1.92
100,transformer-1751690082925-1,0.000,1.95
100,transformer-1751690083080-0,0.000,1.93
100,transformer-1751690083080-1,0.000,1.93
100,transformer-1751690083081-2,0.000,1.95
100,transformer-1751690083081-3,0.000,1.94
100,transformer-1751690083081-4,0.000,2.00
101,transformer-1751690083081-2,0.000,2.35
101,transformer-1751690083081-3,0.000,2.52
101,transformer-1751690083080-1,0.000,1.90
101,transformer-1751690083080-0,0.000,1.94
101,transformer-1751690083004-3,0.000,1.90
101,transformer-1751690083120-0,0.000,1.89
101,transformer-1751690083120-1,0.000,1.97
101,transformer-1751690083120-2,0.000,2.29
101,transformer-1751690083120-3,0.000,1.95
101,transformer-1751690083121-4,0.000,1.94
102,transformer-1751690083080-0,0.000,2.20
102,transformer-1751690083121-4,0.000,1.92
102,transformer-1751690083004-3,0.000,1.92
102,transformer-1751690083080-1,0.000,2.61
102,transformer-1751690083120-0,0.000,2.16
102,transformer-1751690083159-0,0.000,1.90
102,transformer-1751690083159-1,0.000,1.94
102,transformer-1751690083159-2,0.000,1.89
102,transformer-1751690083159-3,0.000,1.92
102,transformer-1751690083160-4,0.000,1.93
103,transformer-1751690083004-3,0.000,2.24
103,transformer-1751690083121-4,0.000,2.05
103,transformer-1751690083159-3,0.000,2.24
103,transformer-1751690083159-0,0.000,1.90
103,transformer-1751690083159-2,0.000,1.93
103,transformer-1751690083198-0,0.000,1.94
103,transformer-1751690083198-1,0.000,2.65
103,transformer-1751690083199-2,0.000,1.90
103,transformer-1751690083199-3,0.000,1.88
103,transformer-1751690083199-4,0.000,2.10
104,transformer-1751690083198-0,0.000,2.19
104,transformer-1751690083159-2,0.000,1.94
104,transformer-1751690083199-2,0.000,1.92
104,transformer-1751690083159-0,0.000,1.89
104,transformer-1751690083199-3,0.000,1.92
104,transformer-1751690083237-0,0.000,1.89
104,transformer-1751690083237-1,0.000,1.91
104,transformer-1751690083237-2,0.000,2.15
104,transformer-1751690083238-3,0.000,2.52
104,transformer-1751690083238-4,0.000,1.89
105,transformer-1751690083199-3,0.000,2.12
105,transformer-1751690083237-1,0.000,1.92
105,transformer-1751690083159-0,0.000,1.94
105,transformer-1751690083238-4,0.000,1.91
105,transformer-1751690083237-0,0.000,1.96
105,transformer-1751690083275-0,0.000,2.14
105,transformer-1751690083275-1,0.000,1.95
105,transformer-1751690083276-2,0.000,1.94
105,transformer-1751690083276-3,0.000,1.91
105,transformer-1751690083276-4,0.000,1.91
106,transformer-1751690083276-2,0.000,2.26
106,transformer-1751690083237-1,0.000,1.93
106,transformer-1751690083276-3,0.000,2.22
106,transformer-1751690083276-4,0.000,2.03
106,transformer-1751690083238-4,0.000,1.93
106,transformer-1751690083313-0,0.000,1.94
106,transformer-1751690083313-1,0.000,1.95
106,transformer-1751690083313-2,0.000,1.94
106,transformer-1751690083314-3,0.000,1.93
106,transformer-1751690083314-4,0.000,1.95
107,transformer-1751690083313-0,0.000,2.42
107,transformer-1751690083313-2,0.000,1.94
107,transformer-1751690083238-4,0.000,1.90
107,transformer-1751690083237-1,0.000,1.88
107,transformer-1751690083314-3,0.000,1.94
107,transformer-1751690083352-0,0.000,2.07
107,transformer-1751690083352-1,0.000,2.04
107,transformer-1751690083352-2,0.000,2.15
107,transformer-1751690083353-3,0.000,1.93
107,transformer-1751690083353-4,0.000,1.98
108,transformer-1751690083313-2,0.000,2.31
108,transformer-1751690083314-3,0.000,2.42
108,transformer-1751690083353-3,0.000,1.92
108,transformer-1751690083238-4,0.000,1.90
108,transformer-1751690083237-1,0.000,1.95
108,transformer-1751690083391-0,0.000,2.20
108,transformer-1751690083391-1,0.000,1.95
108,transformer-1751690083391-2,0.000,1.94
108,transformer-1751690083391-3,0.000,1.99
108,transformer-1751690083392-4,0.000,1.98
109,transformer-1751690083237-1,0.000,2.29
109,transformer-1751690083391-1,0.000,1.97
109,transformer-1751690083391-2,0.000,2.20
109,transformer-1751690083353-3,0.000,2.07
109,transformer-1751690083238-4,0.000,2.57
109,transformer-1751690083429-0,0.000,1.91
109,transformer-1751690083430-1,0.000,1.96
109,transformer-1751690083430-2,0.000,1.89
109,transformer-1751690083430-3,0.000,1.89
109,transformer-1751690083431-4,0.000,1.91
110,transformer-1751690083430-1,0.000,2.45
110,transformer-1751690083431-4,0.000,1.95
110,transformer-1751690083429-0,0.000,1.93
110,transformer-1751690083430-3,0.000,1.93
110,transformer-1751690083430-2,0.000,1.95
110,transformer-1751690083469-0,0.000,1.94
110,transformer-1751690083469-1,0.000,2.64
110,transformer-1751690083469-2,0.000,2.08
110,transformer-1751690083469-3,0.000,1.99
110,transformer-1751690083470-4,0.000,1.90
111,transformer-1751690083430-2,0.000,2.17
111,transformer-1751690083469-0,0.000,1.92
111,transformer-1751690083430-3,0.000,1.95
111,transformer-1751690083429-0,0.000,1.98
111,transformer-1751690083470-4,0.000,1.98
111,transformer-1751690083507-0,0.000,2.26
111,transformer-1751690083507-1,0.000,1.98
111,transformer-1751690083507-2,0.000,1.90
111,transformer-1751690083508-3,0.000,1.91
111,transformer-1751690083508-4,0.000,2.68
112,transformer-1751690083429-0,0.000,2.20
112,transformer-1751690083430-3,0.000,1.98
112,transformer-1751690083469-0,0.000,2.10
112,transformer-1751690083508-3,0.000,2.09
112,transformer-1751690083507-2,0.000,1.93
112,transformer-1751690083546-0,0.000,1.96
112,transformer-1751690083546-1,0.000,1.99
112,transformer-1751690083546-2,0.000,1.95
112,transformer-1751690083546-3,0.000,1.91
112,transformer-1751690083547-4,0.000,1.91
113,transformer-1751690083546-0,0.000,2.58
113,transformer-1751690083546-2,0.000,2.00
113,transformer-1751690083507-2,0.000,1.95
113,transformer-1751690083546-3,0.000,1.95
113,transformer-1751690083547-4,0.000,1.94
113,transformer-1751690083583-0,0.000,1.95
113,transformer-1751690083584-1,0.000,1.97
113,transformer-1751690083584-2,0.000,1.94
113,transformer-1751690083584-3,0.000,2.20
113,transformer-1751690083585-4,0.000,1.97
114,transformer-1751690083507-2,0.000,3.11
114,transformer-1751690083546-3,0.000,1.91
114,transformer-1751690083583-0,0.000,1.92
114,transformer-1751690083584-2,0.000,1.94
114,transformer-1751690083547-4,0.000,1.98
114,transformer-1751690083623-0,0.000,2.36
114,transformer-1751690083624-1,0.000,1.97
114,transformer-1751690083624-2,0.000,1.93
114,transformer-1751690083624-3,0.000,1.95
114,transformer-1751690083624-4,0.000,1.89
115,transformer-1751690083584-2,0.000,2.33
115,transformer-1751690083624-2,0.000,2.05
115,transformer-1751690083583-0,0.000,2.95
115,transformer-1751690083546-3,0.000,1.98
115,transformer-1751690083624-4,0.000,1.99
115,transformer-1751690083662-0,0.000,1.92
115,transformer-1751690083663-1,0.000,1.98
115,transformer-1751690083663-2,0.000,1.93
115,transformer-1751690083663-3,0.000,1.97
115,transformer-1751690083664-4,0.000,1.93
116,transformer-1751690083546-3,0.000,2.50
116,transformer-1751690083663-3,0.000,1.97
116,transformer-1751690083663-2,0.000,1.94
116,transformer-1751690083664-4,0.000,1.95
116,transformer-1751690083662-0,0.000,2.61
116,transformer-1751690083701-0,0.000,1.91
116,transformer-1751690083702-1,0.000,1.93
116,transformer-1751690083702-2,0.000,1.92
116,transformer-1751690083702-3,0.000,2.15
116,transformer-1751690083703-4,0.000,1.93
117,transformer-1751690083663-2,0.000,2.19
117,transformer-1751690083703-4,0.000,1.96
117,transformer-1751690083702-1,0.000,1.98
117,transformer-1751690083702-2,0.000,1.93
117,transformer-1751690083701-0,0.000,1.94
117,transformer-1751690083740-0,0.000,2.08
117,transformer-1751690083740-1,0.000,2.11
117,transformer-1751690083740-2,0.000,2.85
117,transformer-1751690083741-3,0.000,1.93
117,transformer-1751690083741-4,0.000,1.92
118,transformer-1751690083703-4,0.000,2.32
118,transformer-1751690083701-0,0.000,1.93
118,transformer-1751690083702-2,0.000,1.98
118,transformer-1751690083741-3,0.000,2.23
118,transformer-1751690083741-4,0.000,1.94
118,transformer-1751690083779-0,0.000,1.92
118,transformer-1751690083779-1,0.000,1.91
118,transformer-1751690083779-2,0.000,1.96
118,transformer-1751690083780-3,0.000,1.90
118,transformer-1751690083780-4,0.000,2.55
119,transformer-1751690083741-4,0.000,2.64
119,transformer-1751690083701-0,0.000,2.10
119,transformer-1751690083779-0,0.000,1.93
119,transformer-1751690083779-1,0.000,1.92
119,transformer-1751690083780-3,0.000,1.92
119,transformer-1751690083818-0,0.000,1.98
119,transformer-1751690083818-1,0.000,1.96
119,transformer-1751690083819-2,0.000,1.92
119,transformer-1751690083819-3,0.000,2.68
119,transformer-1751690083819-4,0.000,1.94
120,transformer-1751690083819-4,0.000,2.27
120,transformer-1751690083779-0,0.000,1.91
120,transformer-1751690083780-3,0.000,1.92
120,transformer-1751690083779-1,0.000,1.93
120,transformer-1751690083819-2,0.000,2.18
120,transformer-1751690083859-0,0.000,1.98
120,transformer-1751690083859-1,0.000,1.95
120,transformer-1751690083859-2,0.000,3.19
120,transformer-1751690083859-3,0.000,2.71
120,transformer-1751690083860-4,0.000,2.43
121,transformer-1751690083859-0,0.000,3.04
121,transformer-1751690083859-1,0.000,1.93
121,transformer-1751690083779-1,0.000,1.90
121,transformer-1751690083780-3,0.000,2.15
121,transformer-1751690083779-0,0.000,1.99
121,transformer-1751690083902-0,0.000,2.39
121,transformer-1751690083902-1,0.000,1.93
121,transformer-1751690083903-2,0.000,1.89
121,transformer-1751690083903-3,0.000,1.91
121,transformer-1751690083903-4,0.000,1.91
122,transformer-1751690083859-1,0.000,2.17
122,transformer-1751690083903-4,0.000,2.84
122,transformer-1751690083903-3,0.000,1.99
122,transformer-1751690083779-1,0.000,1.86
122,transformer-1751690083903-2,0.000,1.90
122,transformer-1751690083948-0,0.000,1.91
122,transformer-1751690083948-1,0.000,1.93
122,transformer-1751690083948-2,0.000,1.90
122,transformer-1751690083948-3,0.000,1.90
122,transformer-1751690083949-4,0.000,1.97
123,transformer-1751690083948-0,0.000,2.18
123,transformer-1751690083903-2,0.000,1.88
123,transformer-1751690083948-2,0.000,1.90
123,transformer-1751690083948-3,0.000,2.76
123,transformer-1751690083779-1,0.000,1.89
123,transformer-1751690083986-0,0.000,1.85
123,transformer-1751690083987-1,0.000,1.89
123,transformer-1751690083987-2,0.000,2.11
123,transformer-1751690083987-3,0.000,1.89
123,transformer-1751690083987-4,0.000,1.90
124,transformer-1751690083779-1,0.000,2.09
124,transformer-1751690083987-3,0.000,1.86
124,transformer-1751690083987-1,0.000,1.88
124,transformer-1751690083903-2,0.000,1.86
124,transformer-1751690083986-0,0.000,1.88
124,transformer-1751690084024-0,0.000,2.07
124,transformer-1751690084024-1,0.000,2.57
124,transformer-1751690084025-2,0.000,1.86
124,transformer-1751690084025-3,0.000,1.89
124,transformer-1751690084025-4,0.000,1.87
125,transformer-1751690083986-0,0.000,2.16
125,transformer-1751690084025-4,0.000,1.89
125,transformer-1751690083987-3,0.000,1.87
125,transformer-1751690084025-2,0.000,2.19
125,transformer-1751690083903-2,0.000,1.90
125,transformer-1751690084062-0,0.000,1.88
125,transformer-1751690084062-1,0.000,1.90
125,transformer-1751690084062-2,0.000,1.88
125,transformer-1751690084063-3,0.000,2.44
125,transformer-1751690084063-4,0.000,1.87
126,transformer-1751690084025-4,0.000,2.20
126,transformer-1751690084062-0,0.000,2.11
126,transformer-1751690084062-2,0.000,1.89
126,transformer-1751690084063-4,0.000,1.87
126,transformer-1751690083987-3,0.000,1.89
126,transformer-1751690084100-0,0.000,1.90
126,transformer-1751690084100-1,0.000,1.91
126,transformer-1751690084101-2,0.000,1.89
126,transformer-1751690084101-3,0.000,1.88
126,transformer-1751690084101-4,0.000,2.13
127,transformer-1751690084062-2,0.000,2.19
127,transformer-1751690084101-2,0.000,1.88
127,transformer-1751690083987-3,0.000,1.86
127,transformer-1751690084101-3,0.000,1.87
127,transformer-1751690084063-4,0.000,1.87
127,transformer-1751690084138-0,0.000,1.86
127,transformer-1751690084138-1,0.000,1.97
127,transformer-1751690084138-2,0.000,2.22
127,transformer-1751690084139-3,0.000,1.91
127,transformer-1751690084139-4,0.000,1.86
128,transformer-1751690084063-4,0.000,2.12
128,transformer-1751690084101-3,0.000,1.86
128,transformer-1751690084138-0,0.000,1.89
128,transformer-1751690083987-3,0.000,1.90
128,transformer-1751690084139-4,0.000,2.01
128,transformer-1751690084176-0,0.000,2.04
128,transformer-1751690084176-1,0.000,1.89
128,transformer-1751690084176-2,0.000,1.91
128,transformer-1751690084176-3,0.000,1.86
128,transformer-1751690084177-4,0.000,1.87
129,transformer-1751690084176-1,0.000,2.19
129,transformer-1751690084138-0,0.000,1.90
129,transformer-1751690084177-4,0.000,2.69
129,transformer-1751690084176-3,0.000,1.88
129,transformer-1751690084101-3,0.000,1.87
129,transformer-1751690084213-0,0.000,1.87
129,transformer-1751690084214-1,0.000,1.89
129,transformer-1751690084214-2,0.000,1.90
129,transformer-1751690084214-3,0.000,1.90
129,transformer-1751690084214-4,0.000,1.87
130,transformer-1751690084214-1,0.000,3.09
130,transformer-1751690084176-3,0.000,2.08
130,transformer-1751690084101-3,0.000,1.97
130,transformer-1751690084214-4,0.000,1.96
130,transformer-1751690084213-0,0.000,2.59
130,transformer-1751690084251-0,0.000,1.96
130,transformer-1751690084252-1,0.000,1.96
130,transformer-1751690084252-2,0.000,2.24
130,transformer-1751690084252-3,0.000,2.00
130,transformer-1751690084252-4,0.000,1.93
131,transformer-1751690084101-3,0.000,2.21
131,transformer-1751690084251-0,0.000,1.87
131,transformer-1751690084214-4,0.000,1.94
131,transformer-1751690084252-1,0.000,2.64
131,transformer-1751690084252-4,0.000,2.40
131,transformer-1751690084291-0,0.000,1.97
131,transformer-1751690084292-1,0.000,2.49
131,transformer-1751690084292-2,0.000,1.88
131,transformer-1751690084292-3,0.000,1.90
131,transformer-1751690084292-4,0.000,1.87
132,transformer-1751690084214-4,0.000,2.19
132,transformer-1751690084292-3,0.000,2.01
132,transformer-1751690084292-2,0.000,2.34
132,transformer-1751690084292-4,0.000,1.97
132,transformer-1751690084251-0,0.000,1.96
132,transformer-1751690084331-0,0.000,1.97
132,transformer-1751690084331-1,0.000,2.05
132,transformer-1751690084331-2,0.000,1.86
132,transformer-1751690084332-3,0.000,1.85
132,transformer-1751690084332-4,0.000,2.45
133,transformer-1751690084331-0,0.000,2.56
133,transformer-1751690084292-4,0.000,1.84
133,transformer-1751690084251-0,0.000,1.83
133,transformer-1751690084331-2,0.000,1.88
133,transformer-1751690084332-3,0.000,1.86
133,transformer-1751690084369-0,0.000,1.86
133,transformer-1751690084369-1,0.000,1.86
133,transformer-1751690084370-2,0.000,1.90
133,transformer-1751690084370-3,0.000,2.47
133,transformer-1751690084370-4,0.000,1.84
134,transformer-1751690084369-1,0.000,2.06
134,transformer-1751690084369-0,0.000,1.85
134,transformer-1751690084370-4,0.000,1.84
134,transformer-1751690084292-4,0.000,1.86
134,transformer-1751690084251-0,0.000,1.85
134,transformer-1751690084407-0,0.000,1.90
134,transformer-1751690084407-1,0.000,2.15
134,transformer-1751690084407-2,0.000,1.84
134,transformer-1751690084407-3,0.000,1.84
134,transformer-1751690084408-4,0.000,1.83
135,transformer-1751690084369-0,0.000,2.73
135,transformer-1751690084407-2,0.000,1.82
135,transformer-1751690084370-4,0.000,1.82
135,transformer-1751690084407-3,0.000,1.91
135,transformer-1751690084408-4,0.000,2.13
135,transformer-1751690084444-0,0.000,1.83
135,transformer-1751690084444-1,0.000,1.83
135,transformer-1751690084445-2,0.000,1.85
135,transformer-1751690084445-3,0.000,1.82
135,transformer-1751690084445-4,0.000,1.80
136,transformer-1751690084444-1,0.000,2.09
136,transformer-1751690084445-3,0.000,1.84
136,transformer-1751690084370-4,0.000,2.72
136,transformer-1751690084407-2,0.000,1.85
136,transformer-1751690084445-4,0.000,1.86
136,transformer-1751690084481-0,0.000,1.85
136,transformer-1751690084482-1,0.000,1.87
136,transformer-1751690084482-2,0.000,1.86
136,transformer-1751690084482-3,0.000,1.85
136,transformer-1751690084482-4,0.000,1.84
137,transformer-1751690084482-3,0.000,2.46
137,transformer-1751690084481-0,0.000,1.85
137,transformer-1751690084407-2,0.000,1.82
137,transformer-1751690084445-3,0.000,1.82
137,transformer-1751690084482-4,0.000,2.39
137,transformer-1751690084519-0,0.000,1.84
137,transformer-1751690084519-1,0.000,1.82
137,transformer-1751690084519-2,0.000,1.84
137,transformer-1751690084520-3,0.000,2.10
137,transformer-1751690084520-4,0.000,1.83
138,transformer-1751690084519-0,0.000,2.03
138,transformer-1751690084520-4,0.000,1.81
138,transformer-1751690084407-2,0.000,1.84
138,transformer-1751690084445-3,0.000,1.86
138,transformer-1751690084519-1,0.000,1.85
138,transformer-1751690084556-0,0.000,1.86
138,transformer-1751690084556-1,0.000,2.07
138,transformer-1751690084557-2,0.000,2.43
138,transformer-1751690084557-3,0.000,1.82
138,transformer-1751690084557-4,0.000,1.83
139,transformer-1751690084519-1,0.000,2.06
139,transformer-1751690084407-2,0.000,1.85
139,transformer-1751690084557-4,0.000,1.85
139,transformer-1751690084557-3,0.000,1.86
139,transformer-1751690084520-4,0.000,2.06
139,transformer-1751690084593-0,0.000,1.86
139,transformer-1751690084593-1,0.000,1.89
139,transformer-1751690084593-2,0.000,1.86
139,transformer-1751690084594-3,0.000,1.86
139,transformer-1751690084594-4,0.000,2.43
140,transformer-1751690084593-0,0.000,2.13
140,transformer-1751690084594-3,0.000,1.87
140,transformer-1751690084557-3,0.000,1.93
140,transformer-1751690084557-4,0.000,2.00
140,transformer-1751690084407-2,0.000,1.93
140,transformer-1751690084630-0,0.000,1.89
140,transformer-1751690084630-1,0.000,1.84
140,transformer-1751690084631-2,0.000,1.86
140,transformer-1751690084631-3,0.000,1.85
140,transformer-1751690084631-4,0.000,1.85
141,transformer-1751690084594-3,0.000,2.49
141,transformer-1751690084631-2,0.000,1.90
141,transformer-1751690084631-3,0.000,1.83
141,transformer-1751690084631-4,0.000,1.83
141,transformer-1751690084630-1,0.000,1.84
141,transformer-1751690084667-0,0.000,1.86
141,transformer-1751690084667-1,0.000,1.85
141,transformer-1751690084668-2,0.000,1.86
141,transformer-1751690084668-3,0.000,1.92
141,transformer-1751690084668-4,0.000,2.10
142,transformer-1751690084667-0,0.000,2.63
142,transformer-1751690084667-1,0.000,1.84
142,transformer-1751690084630-1,0.000,1.83
142,transformer-1751690084631-3,0.000,1.82
142,transformer-1751690084631-4,0.000,1.82
142,transformer-1751690084705-0,0.000,1.83
142,transformer-1751690084705-1,0.000,1.88
142,transformer-1751690084705-2,0.000,2.05
142,transformer-1751690084705-3,0.000,1.82
142,transformer-1751690084706-4,0.000,1.82
143,transformer-1751690084705-0,0.000,2.12
143,transformer-1751690084706-4,0.000,1.83
143,transformer-1751690084631-4,0.000,2.37
143,transformer-1751690084631-3,0.000,1.89
143,transformer-1751690084705-3,0.000,1.95
143,transformer-1751690084741-0,0.000,2.35
143,transformer-1751690084742-1,0.000,1.90
143,transformer-1751690084742-2,0.000,1.87
143,transformer-1751690084742-3,0.000,1.85
143,transformer-1751690084742-4,0.000,1.85
144,transformer-1751690084631-3,0.000,2.07
144,transformer-1751690084742-2,0.000,1.84
144,transformer-1751690084742-4,0.000,1.88
144,transformer-1751690084742-3,0.000,2.09
144,transformer-1751690084706-4,0.000,1.86
144,transformer-1751690084779-0,0.000,2.49
